source,doi,title,abstract,venue,year,citations,authors,url,filter_status
crossref,10.1016/j.ijforecast.2019.03.009,Operational solar forecasting for the real-time market,,International Journal of Forecasting,2019,116,"Yang, Dazhi; Wu, Elynn; Kleissl, Jan",https://doi.org/10.1016/j.ijforecast.2019.03.009,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.12.005,Forecasting realized variance measures using time-varying coefficient models,,International Journal of Forecasting,2018,31,"Bekierman, Jeremias; Manner, Hans",https://doi.org/10.1016/j.ijforecast.2017.12.005,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.08.007,Guest editorial: Forecasting for social good,,International Journal of Forecasting,2025,0,"Rostami-Tabar, Bahman; Pinson, Pierre; Porter, Michael D.",https://doi.org/10.1016/j.ijforecast.2024.08.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.02.016,Ordinal-response GARCH models for transaction data: A forecasting exercise,,International Journal of Forecasting,2019,1,"Dimitrakopoulos, Stefanos; Tsionas, Mike",https://doi.org/10.1016/j.ijforecast.2019.02.016,drop:no_volatility_term
crossref,10.1016/s0169-2070(25)00049-4,Editorial Board,,International Journal of Forecasting,2025,0,,https://doi.org/10.1016/s0169-2070(25)00049-4,drop:no_volatility_term
crossref,10.1016/s0169-2070(20)30030-3,Editorial Board,,International Journal of Forecasting,2020,0,,https://doi.org/10.1016/s0169-2070(20)30030-3,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.08.004,Forecasting for COVID-19 has failed,,International Journal of Forecasting,2022,269,"Ioannidis, John P.A.; Cripps, Sally; Tanner, Martin A.",https://doi.org/10.1016/j.ijforecast.2020.08.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.03.003,The RWDAR model: A novel state-space approach to forecasting,,International Journal of Forecasting,2023,6,"Sbrana, Giacomo; Silvestrini, Andrea",https://doi.org/10.1016/j.ijforecast.2022.03.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2025.02.001,Forecasting macroeconomic data with Bayesian VARs: Sparse or dense? It depends!,,International Journal of Forecasting,2025,10,"Gruber, Luis; Kastner, Gregor",https://doi.org/10.1016/j.ijforecast.2025.02.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.06.002,Heterogeneous component multiplicative error models for forecasting trading volumes,,International Journal of Forecasting,2019,5,"Naimoli, Antonio; Storti, Giuseppe",https://doi.org/10.1016/j.ijforecast.2019.06.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.02.008,A comparison of monthly global indicators for forecasting growth,,International Journal of Forecasting,2021,41,"Baumeister, Christiane; Guérin, Pierre",https://doi.org/10.1016/j.ijforecast.2021.02.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.04.004,Outlier-robust methods for forecasting realized covariance matrices,,International Journal of Forecasting,2024,0,"Li, Dan; Drovandi, Christopher; Clements, Adam",https://doi.org/10.1016/j.ijforecast.2023.04.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.12.006,Guest editorial: Economic forecasting in times of COVID-19,,International Journal of Forecasting,2022,8,"Ferrara, Laurent; Sheng, Xuguang Simon",https://doi.org/10.1016/j.ijforecast.2021.12.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.02.002,Forecasting extreme financial risk: A score-driven approach,,International Journal of Forecasting,2023,13,"Fuentes, Fernanda; Herrera, Rodrigo; Clements, Adam",https://doi.org/10.1016/j.ijforecast.2022.02.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.01.008,Forecasting value at risk and expected shortfall with mixed data sampling,,International Journal of Forecasting,2020,41,"Le, Trung H.",https://doi.org/10.1016/j.ijforecast.2020.01.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.01.008,Residual value forecasting using asymmetric cost functions,,International Journal of Forecasting,2018,20,"Dress, Korbinian; Lessmann, Stefan; von Mettenheim, Hans-Jörg",https://doi.org/10.1016/j.ijforecast.2018.01.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.07.001,DeepAR: Probabilistic forecasting with autoregressive recurrent networks,,International Journal of Forecasting,2020,1966,"Salinas, David; Flunkert, Valentin; Gasthaus, Jan; Januschowski, Tim",https://doi.org/10.1016/j.ijforecast.2019.07.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.01.007,Demand forecasting under fill rate constraints—The case of re-order points,,International Journal of Forecasting,2020,12,"Bruzda, Joanna",https://doi.org/10.1016/j.ijforecast.2020.01.007,drop:no_volatility_term
crossref,10.1016/s0169-2070(20)30073-x,Editorial Board,,International Journal of Forecasting,2020,0,,https://doi.org/10.1016/s0169-2070(20)30073-x,drop:no_volatility_term
crossref,10.1016/s0169-2070(20)30167-9,Editorial Board,,International Journal of Forecasting,2021,0,,https://doi.org/10.1016/s0169-2070(20)30167-9,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.01.004,Forecasting South Korea’s presidential election via multiparty dynamic Bayesian modeling,,International Journal of Forecasting,2024,8,"Kang, Seungwoo; Oh, Hee-Seok",https://doi.org/10.1016/j.ijforecast.2023.01.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.04.006,Hierarchical transfer learning with applications to electricity load forecasting,,International Journal of Forecasting,2024,17,"Antoniadis, Anestis; Gaucher, Solenne; Goude, Yannig",https://doi.org/10.1016/j.ijforecast.2023.04.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.08.006,Network time series forecasting using spectral graph wavelet transform,,International Journal of Forecasting,2024,3,"Kim, Kyusoon; Oh, Hee-Seok",https://doi.org/10.1016/j.ijforecast.2023.08.006,drop:no_volatility_term
crossref,10.1016/s0169-2070(25)00020-2,Editorial Board,,International Journal of Forecasting,2025,0,,https://doi.org/10.1016/s0169-2070(25)00020-2,drop:no_volatility_term
crossref,10.1016/s0169-2070(22)00156-x,Editorial Board,,International Journal of Forecasting,2023,0,,https://doi.org/10.1016/s0169-2070(22)00156-x,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.08.001,"Forecasting Australian fertility by age, region, and birthplace",,International Journal of Forecasting,2024,4,"Yang, Yang; Shang, Han Lin; Raymer, James",https://doi.org/10.1016/j.ijforecast.2022.08.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.10.004,Forecasting with trees,,International Journal of Forecasting,2022,88,"Januschowski, Tim; Wang, Yuyang; Torkkola, Kari; Erkkilä, Timo; Hasson, Hilaf; Gasthaus, Jan",https://doi.org/10.1016/j.ijforecast.2021.10.004,drop:no_volatility_term
crossref,10.1016/s0169-2070(21)00135-7,Editorial Board,,International Journal of Forecasting,2021,0,,https://doi.org/10.1016/s0169-2070(21)00135-7,drop:no_volatility_term
crossref,10.1016/s0169-2070(22)00083-8,Editorial Board,,International Journal of Forecasting,2022,0,,https://doi.org/10.1016/s0169-2070(22)00083-8,drop:no_volatility_term
crossref,10.1016/s0169-2070(17)30122-x,Editorial Board,,International Journal of Forecasting,2018,0,,https://doi.org/10.1016/s0169-2070(17)30122-x,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2025.08.004,Adaptive forecasting in dynamic markets: An evaluation of AutoTS within the M6 competition,,International Journal of Forecasting,2025,1,"Catlin, Colin",https://doi.org/10.1016/j.ijforecast.2025.08.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.04.008,Forecasting distress in cooperative banks: The role of asset quality,,International Journal of Forecasting,2018,22,"Forgione, Antonio Fabio; Migliardo, Carlo",https://doi.org/10.1016/j.ijforecast.2018.04.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.10.004,Robust regression for electricity demand forecasting against cyberattacks,,International Journal of Forecasting,2023,9,"VandenHeuvel, Daniel; Wu, Jinran; Wang, You-Gan",https://doi.org/10.1016/j.ijforecast.2022.10.004,drop:no_volatility_term
crossref,10.1016/s0169-2070(21)00089-3,Editorial Board,,International Journal of Forecasting,2021,0,,https://doi.org/10.1016/s0169-2070(21)00089-3,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.05.004,Dynamic time series modelling and forecasting of COVID-19 in Norway,,International Journal of Forecasting,2025,4,"Bårdsen, Gunnar; Nymoen, Ragnar",https://doi.org/10.1016/j.ijforecast.2024.05.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.10.001,Commentary on “Data-based mechanistic modelling and forecasting globally averaged surface temperature”,,International Journal of Forecasting,2018,0,"Allen, P. Geoffrey",https://doi.org/10.1016/j.ijforecast.2017.10.001,drop:no_volatility_term
crossref,10.1016/s0169-2070(18)30120-1,Editorial Board,,International Journal of Forecasting,2018,0,,https://doi.org/10.1016/s0169-2070(18)30120-1,drop:no_volatility_term
crossref,10.1016/s0169-2070(21)00039-x,Editorial Board,,International Journal of Forecasting,2021,0,,https://doi.org/10.1016/s0169-2070(21)00039-x,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.03.002,Forecasting football match results using a player rating based model,,International Journal of Forecasting,2024,14,"Holmes, Benjamin; McHale, Ian G.",https://doi.org/10.1016/j.ijforecast.2023.03.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.06.006,Crude oil price forecasting incorporating news text,,International Journal of Forecasting,2022,75,"Bai, Yun; Li, Xixi; Yu, Hao; Jia, Suling",https://doi.org/10.1016/j.ijforecast.2021.06.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.08.007,Pandemics and forecasting: The way forward through the Taleb-Ioannidis debate,,International Journal of Forecasting,2022,5,"Pinson, Pierre; Makridakis, Spyros",https://doi.org/10.1016/j.ijforecast.2020.08.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.11.003,Understanding machine learning-based forecasting methods: A decomposition framework and research opportunities,,International Journal of Forecasting,2022,35,"Bojer, Casper Solheim",https://doi.org/10.1016/j.ijforecast.2021.11.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.03.018,Forecasting the M4 competition weekly data: Forecast Pro’s winning approach,,International Journal of Forecasting,2020,10,"Darin, Sarah Goodrich; Stellwagen, Eric",https://doi.org/10.1016/j.ijforecast.2019.03.018,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.05.010,Guest Editorial: Forecasting for Social Good,,International Journal of Forecasting,2022,0,"Rostami-Tabar, Bahman; Hong, Tao; Porter, Michael D.",https://doi.org/10.1016/j.ijforecast.2022.05.010,drop:no_volatility_term
crossref,10.1016/s0169-2070(18)30059-1,Editorial Board,,International Journal of Forecasting,2018,0,,https://doi.org/10.1016/s0169-2070(18)30059-1,drop:no_volatility_term
crossref,10.1016/s0169-2070(20)30130-8,Editorial Board,,International Journal of Forecasting,2020,0,,https://doi.org/10.1016/s0169-2070(20)30130-8,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.12.015,Hierarchical forecasting with a top-down alignment of independent-level forecasts,,International Journal of Forecasting,2022,18,"Anderer, Matthias; Li, Feng",https://doi.org/10.1016/j.ijforecast.2021.12.015,drop:no_volatility_term
crossref,10.1016/s0169-2070(19)30095-0,Editorial Board,,International Journal of Forecasting,2019,0,,https://doi.org/10.1016/s0169-2070(19)30095-0,drop:no_volatility_term
crossref,10.1016/s0169-2070(19)30211-0,Editorial Board,,International Journal of Forecasting,2020,0,,https://doi.org/10.1016/s0169-2070(19)30211-0,drop:no_volatility_term
crossref,10.1016/s0169-2070(23)00119-x,Editorial Board,,International Journal of Forecasting,2024,0,,https://doi.org/10.1016/s0169-2070(23)00119-x,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.02.010,Forecasting economic activity with mixed frequency BVARs,,International Journal of Forecasting,2019,37,"Brave, Scott A.; Butters, R. Andrew; Justiniano, Alejandro",https://doi.org/10.1016/j.ijforecast.2019.02.010,drop:no_volatility_term
crossref,10.1016/s0169-2070(23)00058-4,Editorial Board,,International Journal of Forecasting,2023,0,,https://doi.org/10.1016/s0169-2070(23)00058-4,drop:no_volatility_term
crossref,10.1016/s0169-2070(25)00078-0,Editorial Board,,International Journal of Forecasting,2025,0,,https://doi.org/10.1016/s0169-2070(25)00078-0,drop:no_volatility_term
crossref,10.1016/s0169-2070(24)00016-5,Editorial Board,,International Journal of Forecasting,2024,0,,https://doi.org/10.1016/s0169-2070(24)00016-5,drop:no_volatility_term
crossref,10.1016/s0169-2070(18)30017-7,Editorial Board,,International Journal of Forecasting,2018,0,,https://doi.org/10.1016/s0169-2070(18)30017-7,drop:no_volatility_term
crossref,10.1016/s0169-2070(19)30171-2,Editorial Board,,International Journal of Forecasting,2019,0,,https://doi.org/10.1016/s0169-2070(19)30171-2,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.12.007,Forecasting stock market return with anomalies: Evidence from China,,International Journal of Forecasting,2025,2,"Wang, Jianqiu; Wang, Zhuo; Wu, Ke",https://doi.org/10.1016/j.ijforecast.2024.12.007,drop:no_volatility_term
crossref,10.1016/s0169-2070(19)30031-7,Editorial Board,,International Journal of Forecasting,2019,0,,https://doi.org/10.1016/s0169-2070(19)30031-7,drop:no_volatility_term
crossref,10.1016/s0169-2070(23)00088-2,Editorial Board,,International Journal of Forecasting,2023,0,,https://doi.org/10.1016/s0169-2070(23)00088-2,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.06.013,Forecasting soccer matches with betting odds: A tale of two markets,,International Journal of Forecasting,2025,5,"Hegarty, Tadgh; Whelan, Karl",https://doi.org/10.1016/j.ijforecast.2024.06.013,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.10.006,Forecasting value at risk with intra-day return curves,,International Journal of Forecasting,2020,16,"Rice, Gregory; Wirjanto, Tony; Zhao, Yuqian",https://doi.org/10.1016/j.ijforecast.2019.10.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.04.005,Forecasting in GARCH models with polynomially modified innovations,,International Journal of Forecasting,2022,7,"Vacca, Gianmarco; Zoia, Maria Grazia; Bagnato, Luca",https://doi.org/10.1016/j.ijforecast.2021.04.005,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.02.004,Portfolio optimization based on GARCH-EVT-Copula forecasting models,,International Journal of Forecasting,2018,71,"Sahamkhadam, Maziar; Stephan, Andreas; Östermark, Ralf",https://doi.org/10.1016/j.ijforecast.2018.02.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.08.002,"Representation, estimation and forecasting of the multivariate index-augmented autoregressive model",,International Journal of Forecasting,2019,17,"Cubadda, Gianluca; Guardabascio, Barbara",https://doi.org/10.1016/j.ijforecast.2018.08.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.08.009,Are betting returns a useful measure of accuracy in (sports) forecasting?,,International Journal of Forecasting,2020,17,"Wunderlich, Fabian; Memmert, Daniel",https://doi.org/10.1016/j.ijforecast.2019.08.009,drop:no_volatility_term
crossref,10.1016/s0169-2070(22)00129-7,Editorial Board,,International Journal of Forecasting,2022,0,,https://doi.org/10.1016/s0169-2070(22)00129-7,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.05.003,Forecasting mortality with a hyperbolic spatial temporal VAR model,,International Journal of Forecasting,2021,10,"Feng, Lingbing; Shi, Yanlin; Chang, Le",https://doi.org/10.1016/j.ijforecast.2020.05.003,drop:no_volatility_term
crossref,10.1016/s0169-2070(24)00051-7,Editorial Board,,International Journal of Forecasting,2024,0,,https://doi.org/10.1016/s0169-2070(24)00051-7,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.12.003,Dimensionality reduction in forecasting with temporal hierarchies,,International Journal of Forecasting,2021,20,"Nystrup, Peter; Lindström, Erik; Møller, Jan K.; Madsen, Henrik",https://doi.org/10.1016/j.ijforecast.2020.12.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.03.010,Minimizing post-shock forecasting error through aggregation of outside information,,International Journal of Forecasting,2021,3,"Lin, Jilei; Eck, Daniel J.",https://doi.org/10.1016/j.ijforecast.2021.03.010,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.12.002,A dynamic conditional approach to forecasting portfolio weights,,International Journal of Forecasting,2021,6,"Cipollini, Fabrizio; Gallo, Giampiero M.; Palandri, Alessandro",https://doi.org/10.1016/j.ijforecast.2020.12.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.03.010,Fathoming empirical forecasting competitions’ winners,,International Journal of Forecasting,2022,5,"Alroomi, Azzam; Karamatzanis, Georgios; Nikolopoulos, Konstantinos; Tilba, Anna; Xiao, Shujun",https://doi.org/10.1016/j.ijforecast.2022.03.010,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.01.010,Forecasting crude oil futures market returns: A principal component analysis combination approach,,International Journal of Forecasting,2023,61,"Zhang, Yaojie; Wang, Yudong",https://doi.org/10.1016/j.ijforecast.2022.01.010,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.11.004,Forecasting the UK economy with a medium-scale Bayesian VAR,,International Journal of Forecasting,2019,20,"Domit, Sílvia; Monti, Francesca; Sokol, Andrej",https://doi.org/10.1016/j.ijforecast.2018.11.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.12.007,Are forecasting competitions data representative of the reality?,,International Journal of Forecasting,2020,63,"Spiliotis, Evangelos; Kouloumos, Andreas; Assimakopoulos, Vassilios; Makridakis, Spyros",https://doi.org/10.1016/j.ijforecast.2018.12.007,drop:no_volatility_term
crossref,10.1016/s0169-2070(24)00113-4,Editorial Board,,International Journal of Forecasting,2025,0,,https://doi.org/10.1016/s0169-2070(24)00113-4,drop:no_volatility_term
crossref,10.1016/s0169-2070(22)00017-6,Editorial Board,,International Journal of Forecasting,2022,0,,https://doi.org/10.1016/s0169-2070(22)00017-6,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.06.007,Probabilistic forecasting of cross-sectional returns: A Bayesian dynamic factor model with heteroskedasticity,,International Journal of Forecasting,2025,1,"Weitzenfeld, Dan",https://doi.org/10.1016/j.ijforecast.2024.06.007,drop:no_volatility_term
crossref,10.1016/s0169-2070(18)30170-5,Editorial Board,,International Journal of Forecasting,2019,0,,https://doi.org/10.1016/s0169-2070(18)30170-5,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.08.004,Benchmarking robustness of load forecasting models under data integrity attacks,,International Journal of Forecasting,2018,128,"Luo, Jian; Hong, Tao; Fang, Shu-Cherng",https://doi.org/10.1016/j.ijforecast.2017.08.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.09.006,Probabilistic forecasting of industrial electricity load with regime switching behavior,,International Journal of Forecasting,2018,45,"Berk, K.; Hoffmann, A.; Müller, A.",https://doi.org/10.1016/j.ijforecast.2017.09.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.09.003,Short-term forecasting of the coronavirus pandemic,,International Journal of Forecasting,2022,31,"Doornik, Jurgen A.; Castle, Jennifer L.; Hendry, David F.",https://doi.org/10.1016/j.ijforecast.2020.09.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.07.006,Text-based crude oil price forecasting: A deep learning approach,,International Journal of Forecasting,2019,261,"Li, Xuerong; Shang, Wei; Wang, Shouyang",https://doi.org/10.1016/j.ijforecast.2018.07.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.04.014,"The M4 Competition: 100,000 time series and 61 forecasting methods",,International Journal of Forecasting,2020,728,"Makridakis, Spyros; Spiliotis, Evangelos; Assimakopoulos, Vassilios",https://doi.org/10.1016/j.ijforecast.2019.04.014,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.08.012,Forecasting third-party mobile payments with implications for customer flow prediction,,International Journal of Forecasting,2020,35,"Ma, Shaohui; Fildes, Robert",https://doi.org/10.1016/j.ijforecast.2019.08.012,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.08.004,Forecasting commodity prices out-of-sample: Can technical indicators help?,,International Journal of Forecasting,2020,79,"Wang, Yudong; Liu, Li; Wu, Chongfeng",https://doi.org/10.1016/j.ijforecast.2019.08.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.10.007,Forecasting risk measures using intraday data in a generalized autoregressive score framework,,International Journal of Forecasting,2020,36,"Lazar, Emese; Xue, Xiaohan",https://doi.org/10.1016/j.ijforecast.2019.10.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.04.011,Forecasting inflation in Latin America with core measures,,International Journal of Forecasting,2019,5,"Pincheira-Brown, Pablo; Selaive, Jorge; Nolazco, Jose Luis",https://doi.org/10.1016/j.ijforecast.2019.04.011,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.10.013,Euro area real-time density forecasting with financial or labor market frictions,,International Journal of Forecasting,2019,8,"McAdam, Peter; Warne, Anders",https://doi.org/10.1016/j.ijforecast.2018.10.013,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.03.008,Structured low-rank matrix completion for forecasting in time series analysis,,International Journal of Forecasting,2018,21,"Gillard, Jonathan; Usevich, Konstantin",https://doi.org/10.1016/j.ijforecast.2018.03.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.08.005,Forecasting CPI inflation under economic policy and geopolitical uncertainties,,International Journal of Forecasting,2025,16,"Sengupta, Shovon; Chakraborty, Tanujit; Singh, Sunny Kumar",https://doi.org/10.1016/j.ijforecast.2024.08.005,drop:no_volatility_term
crossref,10.1016/s0169-2070(21)00194-1,Editorial Board,,International Journal of Forecasting,2022,0,,https://doi.org/10.1016/s0169-2070(21)00194-1,drop:no_volatility_term
crossref,10.1016/s0169-2070(23)00021-3,Editorial Board,,International Journal of Forecasting,2023,0,,https://doi.org/10.1016/s0169-2070(23)00021-3,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.04.004,Online distributed learning in wind power forecasting,,International Journal of Forecasting,2021,27,"Sommer, Benedikt; Pinson, Pierre; Messner, Jakob W.; Obst, David",https://doi.org/10.1016/j.ijforecast.2020.04.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.03.002,Real-time inflation forecasting using non-linear dimension reduction techniques,,International Journal of Forecasting,2023,28,"Hauzenberger, Niko; Huber, Florian; Klieber, Karin",https://doi.org/10.1016/j.ijforecast.2022.03.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.03.004,Forecasting adversarial actions using judgment decomposition-recomposition,,International Journal of Forecasting,2025,2,"Gomez, Yolanda; Rios, Jesus; Rios Insua, David; Vila, Jose",https://doi.org/10.1016/j.ijforecast.2024.03.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.11.003,"Bars, lines and points: The effect of graph format on judgmental forecasting",,International Journal of Forecasting,2024,2,"Reimers, Stian; Harvey, Nigel",https://doi.org/10.1016/j.ijforecast.2022.11.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.05.001,Boosting domain-specific models with shrinkage: An application in mortality forecasting,,International Journal of Forecasting,2025,3,"Li, Li; Li, Han; Panagiotelis, Anastasios",https://doi.org/10.1016/j.ijforecast.2024.05.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.01.009,Forecasting bank failures and stress testing: A machine learning approach,,International Journal of Forecasting,2018,94,"Gogas, Periklis; Papadimitriou, Theophilos; Agrapetidou, Anna",https://doi.org/10.1016/j.ijforecast.2018.01.009,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.05.011,Forecasting in social settings: The state of the art,,International Journal of Forecasting,2020,116,"Makridakis, Spyros; Hyndman, Rob J.; Petropoulos, Fotios",https://doi.org/10.1016/j.ijforecast.2019.05.011,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.12.010,Instance-based meta-learning for conditionally dependent univariate multi-step forecasting,,International Journal of Forecasting,2024,5,"Cerqueira, Vitor; Torgo, Luis; Bontempi, Gianluca",https://doi.org/10.1016/j.ijforecast.2023.12.010,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.03.024,Forecasting GDP growth with NIPA aggregates: In search of core GDP,,International Journal of Forecasting,2019,6,"Garciga, Christian; Knotek II, Edward S.",https://doi.org/10.1016/j.ijforecast.2019.03.024,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.11.001,Automatic selection of unobserved components models for supply chain forecasting,,International Journal of Forecasting,2019,15,"Villegas, Marco A.; Pedregal, Diego J.",https://doi.org/10.1016/j.ijforecast.2017.11.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.08.007,Hierarchical mortality forecasting with EVT tails: An application to solvency capital requirement,,International Journal of Forecasting,2024,1,"Li, Han; Chen, Hua",https://doi.org/10.1016/j.ijforecast.2022.08.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.11.007,Thinking outside the container: A sparse partial least squares approach to forecasting trade flows,,International Journal of Forecasting,2024,0,"Stamer, Vincent",https://doi.org/10.1016/j.ijforecast.2023.11.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.11.006,Forecasting day-ahead electricity prices with spatial dependence,,International Journal of Forecasting,2024,11,"Yang, Yifan; Guo, Ju’e; Li, Yi; Zhou, Jiandong",https://doi.org/10.1016/j.ijforecast.2023.11.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.08.013,Forecasting and forecast narratives: The Bank of England Inflation Reports,,International Journal of Forecasting,2020,17,"Clements, Michael P.; Reade, J. James",https://doi.org/10.1016/j.ijforecast.2019.08.013,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.03.017,A hybrid method of exponential smoothing and recurrent neural networks for time series forecasting,,International Journal of Forecasting,2020,628,"Smyl, Slawek",https://doi.org/10.1016/j.ijforecast.2019.03.017,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.07.001,Forecasting mail flow: A hierarchical approach for enhanced societal wellbeing,,International Journal of Forecasting,2025,1,"Kafa, Nadine; Babai, M. Zied; Klibi, Walid",https://doi.org/10.1016/j.ijforecast.2024.07.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.12.003,"Forecasting with gradient boosted trees: augmentation, tuning, and cross-validation strategies",,International Journal of Forecasting,2022,26,"Lainder, A. David; Wolfinger, Russell D.",https://doi.org/10.1016/j.ijforecast.2021.12.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2025.07.006,Introduction to the M6 forecasting competition Special Issue,,International Journal of Forecasting,2025,0,"Makridakis, Spyros; Petropoulos, Fotios; Spiliotis, Evangelos; Swanson, Norman R.",https://doi.org/10.1016/j.ijforecast.2025.07.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.07.003,"Semi-parametric dynamic asymmetric Laplace models for tail risk forecasting, incorporating realized measures",,International Journal of Forecasting,2020,37,"Gerlach, Richard; Wang, Chao",https://doi.org/10.1016/j.ijforecast.2019.07.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.11.002,Perspectives on supply chain forecasting,,International Journal of Forecasting,2019,10,"Boone, Tonya; Boylan, John E.; Fildes, Robert; Ganeshan, Ram; Sanders, Nada",https://doi.org/10.1016/j.ijforecast.2018.11.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.11.011,Multivariate dynamic mixed-frequency density pooling for financial forecasting,,International Journal of Forecasting,2025,0,"Virbickaitė, Audronė; Lopes, Hedibert F.; Zaharieva, Martina Danielova",https://doi.org/10.1016/j.ijforecast.2024.11.011,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2025.01.002,A projected nonlinear state-space model for forecasting time series signals,,International Journal of Forecasting,2025,1,"Donner, Christian; Mishra, Anuj; Shimazaki, Hideaki",https://doi.org/10.1016/j.ijforecast.2025.01.002,drop:no_volatility_term
crossref,10.1016/s0169-2070(23)00029-8,Reviewer Thank You,,International Journal of Forecasting,2023,0,,https://doi.org/10.1016/s0169-2070(23)00029-8,drop:no_volatility_term
